id,image_id,category_id,bbox,area,iscrowd,flag,MarineTraffic,MMSI,vessel_type,vessel_length,vessel_width,vessel_status,longitude,latitude
38174445,6,0,"[363, 1536, 15, 9]",135,0,0,1,271000260,General Cargo,98.75,14.5,1,34.59592,31.83563
38175798,6,0,"[616, 1474, 17, 9]",153,0,0,1,377383000,General Cargo,105.96,17.5,1,34.61449,31.83649
38177393,6,0,"[394, 1697, 14, 9]",126,0,0,1,376783000,General Cargo,87.86,12.8,1,34.59429,31.82413
38178294,6,0,"[419, 1785, 14, 8]",112,0,0,1,271044604,General Cargo,89.98,12.8,1,34.59377,31.81765
38179340,6,0,"[540, 1792, 15, 7]",105,0,0,1,271002125,General Cargo,87.64,12.0,1,34.6015,31.81617
381710706,6,0,"[687, 1772, 15, 8]",120,0,0,1,577404000,General Cargo,92.0,16.0,1,34.61153,31.81574
3846121,7,0,"[297, 1357, 18, 13]",234,0,0,2,351770000,General Cargo,125.0,20.0,1,34.59442,31.84488
3846246,7,0,"[38, 1405, 20, 21]",420,0,0,1,271001063,Container Ship,184.0,24.7,1,34.57585,31.8458
38463284,7,0,"[361, 1499, 14, 12]",168,0,0,1,271000260,General Cargo,98.75,14.5,1,34.59546,31.83469
3846460,7,0,"[391, 1661, 14, 9]",126,0,0,1,376783000,General Cargo,87.86,12.8,1,34.59363,31.82321
38466168,7,0,"[536, 1755, 13, 11]",143,0,0,1,271002125,General Cargo,87.64,12.0,1,34.60183,31.81567
39623979,8,0,"[510, 1355, 11, 19]",209,0,0,1,249034000,General Cargo,126.86,20.46,1,34.60804,31.84352
39627944,8,0,"[111, 1425, 12, 25]",300,0,0,1,271001049,Container Ship,183.92,24.7,1,34.57925,31.84361
39628994,8,0,"[308, 1372, 9, 25]",225,0,0,1,566550000,Bulk Carrier,177.8,28.6,1,34.59277,31.844
39629493,8,0,"[546, 1451, 10, 21]",210,0,0,1,367503980,General Cargo,153.52,23.45,1,34.60801,31.83672
396210264,8,0,"[714, 1455, 8, 15]",120,0,0,2,377383000,General Cargo,105.96,17.5,1,34.6193,31.83365
396211308,8,0,"[615, 1503, 8, 14]",112,0,0,1,273458460,General Cargo,108.4,14.8,1,34.61144,31.83171
396212459,8,0,"[362, 1584, 9, 22]",198,0,0,1,565654000,Container Ship,148.53,22.7,1,34.59255,31.82978
39621347,8,0,"[41, 1654, 10, 25]",250,0,0,1,357702000,Container Ship,177.6,32.2,1,34.56815,31.82799
396215120,8,0,"[751, 1592, 8, 14]",112,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,0,34.61887,31.82409
41361889,9,0,"[693, 1245, 13, 6]",78,0,0,1,376073000,General Cargo,82.04,12.5,1,34.62206,31.84426
4136270,9,0,"[553, 1238, 13, 8]",104,0,0,1,374448000,General Cargo,80.0,16.0,1,34.61246,31.84608
41363877,9,0,"[450, 1242, 15, 8]",120,0,0,1,357476000,General Cargo,100.13,17.6,1,34.60534,31.84735
41364500,9,0,"[292, 1151, 58, 13]",754,0,0,1,477129300,Container Ship,368.0,51.0,1,34.59752,31.85519
41365577,9,0,"[35, 1091, 31, 9]",279,0,0,1,636018243,Bulk Carrier,189.96,33.0,1,34.58166,31.86232
41366288,9,0,"[109, 1269, 34, 8]",272,0,0,1,636018323,Container Ship,215.98,26.66,1,34.58225,31.84947
413679,9,0,"[321, 1309, 30, 8]",240,0,0,1,229533000,Bulk Carrier,179.99,30.0,1,34.59621,31.84421
41368671,9,0,"[492, 1348, 14, 8]",112,0,0,1,377569000,General Cargo,92.1,15.2,1,34.60585,31.8394
41369211,9,0,"[584, 1324, 18, 8]",144,0,0,1,249173000,General Cargo,112.76,17.6,1,34.61276,31.84047
413610493,9,0,"[213, 1452, 44, 9]",396,0,0,1,636018212,Container Ship,277.23,40.35,1,34.58365,31.83585
413611305,9,0,"[435, 1517, 17, 6]",102,0,0,1,353822000,General Cargo,100.13,17.6,1,34.59813,31.82881
413612343,9,0,"[602, 1495, 15, 5]",75,0,0,1,518856000,General Cargo,89.73,13.6,1,34.60994,31.82825
41361316,9,0,"[795, 1517, 16, 6]",96,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,0,34.62255,31.82455
413614345,9,0,"[673, 1626, 14, 6]",84,0,0,1,271002125,General Cargo,87.64,12.0,0,34.61167,31.81833
413615678,9,0,"[559, 1639, 15, 6]",90,0,0,1,376783000,General Cargo,87.86,12.8,1,34.60374,31.81915
413616892,9,0,"[368, 1642, 33, 8]",264,0,0,1,256313000,Bulk Carrier,199.0,32.0,1,34.59162,31.82112
413617689,9,0,"[25, 1741, 19, 6]",114,0,0,1,518898000,General Cargo,112.0,18.8,1,34.56487,31.81834
413618923,9,0,"[182, 1861, 25, 8]",200,0,0,1,565594000,Container Ship,148.53,22.7,1,34.57207,31.8083
413619800,9,0,"[335, 1785, 14, 4]",56,0,0,1,357216000,General Cargo,81.2,11.3,1,34.58464,31.8115
413620846,9,0,"[454, 1758, 17, 6]",102,0,0,1,377221000,General Cargo,98.0,15.8,1,34.59381,31.81237
413621273,9,0,"[621, 1816, 20, 7]",140,0,0,1,256652000,General Cargo,121.7,16.7,1,34.60375,31.80571
413622829,9,0,"[716, 1404, 17, 7]",119,0,0,1,377383000,General Cargo,105.96,17.5,1,34.61987,31.83295
41940478,10,0,"[171, 1174, 13, 16]",208,0,0,1,636014098,General Cargo,130.86,17.7,1,34.58555,31.84967
41941898,10,0,"[443, 1201, 5, 14]",70,0,0,1,357476000,General Cargo,100.13,17.6,1,34.60347,31.84523
41942530,10,0,"[661, 1349, 5, 14]",70,0,0,1,235059765,General Cargo,89.8,14.5,1,34.61555,31.83248
41943377,10,0,"[271, 1335, 13, 24]",312,0,0,1,229533000,Bulk Carrier,179.99,30.0,1,34.58833,31.83703
41944569,10,0,"[128, 1432, 9, 18]",162,0,0,1,255806111,General Cargo,115.48,16.85,1,34.57595,31.83263
41945317,10,0,"[171, 1609, 7, 26]",182,0,0,1,538002572,Bulk Carrier,189.99,32.26,1,34.57452,31.8201
4194680,10,0,"[424, 1635, 8, 24]",192,0,0,1,255805671,Bulk Carrier,180.0,30.0,1,34.59175,31.81545
41947645,10,0,"[607, 1467, 19, 23]",437,0,0,1,538003016,Bulk Carrier,189.99,32.0,1,34.6093,31.8238
41949153,10,0,"[491, 1842, 17, 20]",340,0,0,1,565594000,Container Ship,148.53,22.7,1,34.59175,31.80123
419410874,10,0,"[323, 1739, 5, 12]",60,0,0,1,357216000,General Cargo,81.2,11.3,1,34.58267,31.80995
41941196,10,0,"[154, 1771, 9, 29]",261,0,0,1,636018321,Container Ship,215.98,26.66,1,34.56971,31.81006
42232262,11,0,"[318, 1401, 7, 14]",98,0,0,1,271000926,General Cargo,91.29,14.86,1,34.5883,31.82937
42233569,11,0,"[244, 1444, 12, 15]",180,0,0,1,271044617,Bulk Carrier,119.95,16.8,1,34.58233,31.82683
4223412,11,0,"[165, 1550, 16, 23]",368,0,0,1,538002572,Bulk Carrier,189.99,32.26,1,34.57457,31.82006
42237808,11,0,"[442, 1148, 7, 14]",98,0,0,1,357476000,General Cargo,100.13,17.6,1,34.60323,31.84502
42238955,11,0,"[178, 1107, 9, 18]",162,0,0,1,636014098,General Cargo,130.86,17.7,1,34.58565,31.85038
422310197,11,0,"[336, 1009, 15, 18]",270,0,0,1,565852000,Container Ship,148.53,22.7,1,34.59978,31.85655
422313951,11,0,"[135, 1719, 30, 11]",330,0,0,1,636018321,Container Ship,215.98,26.66,1,34.56882,31.80954
422315812,11,0,"[433, 1578, 7, 25]",175,0,0,1,255805671,Bulk Carrier,180.0,30.0,1,34.59175,31.81545
422318864,11,0,"[785, 1537, 15, 8]",120,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,0,34.61771,31.816
422319871,11,0,"[502, 1784, 23, 11]",253,0,0,1,565594000,Container Ship,148.53,22.7,1,34.59175,31.80123
42812991,12,0,"[716, 1140, 19, 6]",114,0,0,1,255806111,General Cargo,115.48,16.85,1,34.62253,31.8421
42815255,12,0,"[195, 1098, 21, 6]",126,0,0,1,636014098,General Cargo,130.86,17.7,1,34.58742,31.85132
42819623,12,0,"[564, 1536, 15, 6]",90,0,0,1,355279000,General Cargo,89.4,13.17,0,34.60274,31.81729
428110177,12,0,"[646, 1392, 31, 7]",217,0,0,1,538003016,Bulk Carrier,189.99,32.0,1,34.61167,31.82393
428111131,12,0,"[770, 1383, 21, 5]",105,0,0,1,273341110,General Cargo,128.23,15.65,1,34.61997,31.82397
428112545,12,0,"[705, 1280, 21, 6]",126,0,0,1,518812000,General Cargo,130.6,18.0,1,34.6179,31.83138
428115953,12,0,"[510, 1656, 18, 5]",90,0,0,1,423066100,General Cargo,108.33,16.74,1,34.59555,31.80813
428116659,12,0,"[784, 1595, 16, 5]",80,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,1,34.61631,31.81049
43970571,13,0,"[333, 1080, 23, 11]",253,0,0,1,565852000,Container Ship,148.53,22.7,1,34.59764,31.85049
43971115,13,0,"[536, 1127, 18, 9]",162,0,0,1,356080000,General Cargo,111.6,18.0,1,34.61007,31.84506
43972515,13,0,"[82, 1159, 30, 21]",630,0,0,1,538006427,Bulk Carrier,229.0,32.26,1,34.57802,31.8481
43973604,13,0,"[739, 1077, 19, 9]",171,0,0,1,256582000,General Cargo,121.7,16.7,1,34.6253,31.84628
43974543,13,0,"[395, 1243, 16, 11]",176,0,0,1,256161000,General Cargo,108.2,18.2,1,34.5975,31.8385
4397539,13,0,"[698, 1214, 16, 9]",144,0,0,1,518812000,General Cargo,130.6,18.0,1,34.61888,31.83691
43976732,13,0,"[771, 1345, 15, 9]",135,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,2,34.62109,31.82751
43977947,13,0,"[514, 1388, 19, 10]",190,0,0,1,248038000,Bulk Carrier,119.95,16.8,1,34.60257,31.82742
43978580,13,0,"[177, 1413, 11, 7]",77,0,0,1,271042650,General Cargo,71.82,12.82,1,34.57813,31.82956
43979356,13,0,"[549, 1515, 14, 8]",112,0,0,1,577404000,General Cargo,92.0,16.0,1,34.60187,31.81807
439710945,13,0,"[242, 1561, 16, 10]",160,0,0,1,518100116,General Cargo,115.48,19.6,1,34.57942,31.81865
439711221,13,0,"[651, 1551, 12, 7]",84,0,0,1,518100029,General Cargo,81.0,13.92,1,34.6078,31.81481
439712558,13,0,"[187, 1764, 24, 19]",456,0,0,1,538003223,Bulk Carrier,189.99,32.26,1,34.57128,31.805
439713706,13,0,"[670, 1642, 14, 7]",98,0,0,1,355876000,General Cargo,85.53,14.5,1,34.60691,31.8086
44841610,14,0,"[670, 1126, 14, 9]",126,0,0,1,271044709,General Cargo,89.99,12.8,0,34.61946,31.84407
44842415,14,0,"[722, 1219, 20, 20]",400,0,0,1,538003159,Bulk Carrier,169.51,25.5,1,34.62172,31.83695
44843483,14,0,"[499, 1194, 11, 15]",165,0,0,1,244810418,Heavy Load Carrier,111.6,16.8,1,34.60598,31.84189
44844773,14,0,"[302, 1209, 17, 13]",221,0,0,1,256821000,Bulk Carrier,119.95,16.8,1,34.59317,31.843
44847443,14,0,"[542, 1550, 12, 11]",132,0,0,1,577404000,General Cargo,92.0,16.0,1,34.60089,31.81645
44848597,14,0,"[569, 1425, 11, 10]",110,0,0,1,357216000,General Cargo,81.2,11.3,1,34.6057,31.82459
44849759,14,0,"[573, 1324, 12, 15]",180,0,0,1,256161000,General Cargo,108.2,18.2,1,34.60833,31.83133
45421675,15,0,"[713, 1103, 14, 9]",126,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,1,34.6235,31.8461
4542229,15,0,"[605, 1122, 15, 8]",120,0,0,1,353822000,General Cargo,100.13,17.6,1,34.61522,31.84638
45423677,15,0,"[493, 1111, 23, 11]",253,0,0,1,565852000,Container Ship,148.53,22.7,1,34.60884,31.84749
45424790,15,0,"[733, 1209, 26, 9]",234,0,0,1,538003159,Bulk Carrier,169.51,25.5,1,34.62285,31.83885
45425542,15,0,"[673, 1258, 13, 7]",91,0,0,1,375166000,General Cargo,74.91,10.6,1,34.61668,31.83628
45426655,15,0,"[766, 1297, 27, 15]",405,0,0,1,249517000,Bulk Carrier,185.0,31.0,1,34.62311,31.83216
45427482,15,0,"[760, 1398, 15, 7]",105,0,0,2,355861000,General Cargo,93.62,14.0,1,34.61973,31.82563
45428607,15,0,"[483, 1475, 14, 8]",112,0,0,1,271000926,General Cargo,91.29,14.86,1,34.59853,31.82355
45429596,15,0,"[165, 1395, 18, 9]",162,0,0,1,212741000,General Cargo,117.0,19.74,1,34.57886,31.83251
454210303,15,0,"[766, 1512, 13, 7]",91,0,0,1,370601000,General Cargo,81.0,11.0,0,34.61761,31.81739
46291752,16,0,"[719, 1139, 15, 9]",135,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,0,34.62397,31.84414
46292995,16,0,"[479, 1119, 18, 5]",90,0,0,1,357476000,General Cargo,100.13,17.6,1,34.60807,31.84815
46293843,16,0,"[309, 1200, 20, 8]",160,0,0,1,256821000,Bulk Carrier,119.95,16.8,1,34.59467,31.8445
46294721,16,0,"[527, 1236, 20, 8]",160,0,0,1,538007988,Bulk Carrier,112.8,17.2,1,34.60885,31.83962
46295353,16,0,"[456, 1318, 19, 9]",171,0,0,1,354206000,General Cargo,113.12,18.9,1,34.60184,31.83459
46296496,16,0,"[329, 1377, 26, 14]",364,0,0,1,566827000,General Cargo,161.0,27.0,1,34.59231,31.83207
46297343,16,0,"[200, 1411, 23, 10]",230,0,0,1,304366000,General Cargo,142.69,18.25,1,34.58247,31.83145
46298271,16,0,"[78, 1251, 32, 17]",544,0,0,1,636018321,Container Ship,215.98,26.66,1,34.57808,31.84333
46299149,16,0,"[630, 1363, 24, 11]",264,0,0,1,371202000,Bulk Carrier,148.17,23.0,1,34.61302,31.82977
462910397,16,0,"[467, 1437, 18, 8]",144,0,0,1,273339300,General Cargo,114.0,13.23,1,34.59983,31.82662
462911510,16,0,"[602, 1484, 28, 13]",364,0,0,1,248518000,Bulk Carrier,181.0,30.0,1,34.60847,31.82167
462912626,16,0,"[439, 1568, 29, 14]",406,0,0,1,538002760,Bulk Carrier,189.9,32.26,1,34.59526,31.81757
462913387,16,0,"[140, 1589, 33, 9]",297,0,0,1,636018326,Container Ship,215.98,26.66,1,34.57429,31.81984
462914393,16,0,"[172, 1735, 35, 13]",455,0,0,1,357262000,Bulk Carrier,228.99,32.26,1,34.57372,31.80936
46581966,17,0,"[772, 1268, 31, 13]",403,0,0,1,538002760,Bulk Carrier,189.9,32.26,1,34.62491,31.83483
46582647,17,0,"[725, 1133, 15, 8]",120,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,0,34.62382,31.84432
46583769,17,0,"[543, 1197, 20, 7]",140,0,0,1,356080000,General Cargo,111.6,18.0,1,34.61017,31.84153
4658477,17,0,"[313, 1184, 18, 11]",198,0,0,1,256821000,Bulk Carrier,119.95,16.8,1,34.5945,31.84517
46585692,17,0,"[462, 1309, 19, 8]",152,0,0,1,354206000,General Cargo,113.12,18.9,1,34.6018,31.83569
46587283,17,0,"[79, 1227, 30, 17]",510,0,0,1,636018321,Container Ship,215.98,26.66,1,34.57794,31.84398
46588368,17,0,"[472, 1426, 18, 6]",108,0,0,1,273339300,General Cargo,114.0,13.23,1,34.59978,31.82691
465810883,17,0,"[172, 1713, 25, 25]",625,0,0,1,357262000,Bulk Carrier,228.99,32.26,1,34.57282,31.81052
46870637,18,0,"[728, 1182, 15, 8]",120,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,0,34.62249,31.84095
46871397,18,0,"[603, 1264, 18, 7]",126,0,0,1,354206000,General Cargo,113.12,18.9,1,34.61256,31.83677
46872485,18,0,"[368, 1327, 30, 10]",300,0,0,1,538005042,Container Ship,182.98,28.0,1,34.59541,31.83455
46874813,18,0,"[625, 1457, 24, 10]",240,0,0,1,371202000,Bulk Carrier,148.17,23.0,1,34.60907,31.82286
4687657,18,0,"[173, 1752, 36, 13]",468,0,0,1,357262000,Bulk Carrier,228.99,32.26,1,34.57136,31.80701
46877697,18,0,"[155, 1588, 20, 9]",180,0,0,1,212741000,General Cargo,117.0,19.74,1,34.57404,31.81935
46878897,18,0,"[160, 1398, 21, 8]",168,0,0,1,311000611,General Cargo,127.3,16.84,1,34.57914,31.83231
47162282,19,0,"[154, 1407, 15, 16]",240,0,0,1,311000611,General Cargo,127.3,16.84,1,34.57835,31.83199
47163163,19,0,"[721, 1188, 12, 13]",156,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,0,34.62192,31.84101
47164947,19,0,"[613, 1468, 16, 18]",288,0,0,1,371202000,Bulk Carrier,148.17,23.0,1,34.60786,31.82311
47165748,19,0,"[465, 1511, 11, 14]",154,0,0,1,353822000,General Cargo,100.13,17.6,1,34.59679,31.82175
47166157,19,0,"[143, 1585, 24, 24]",576,0,0,1,212741000,General Cargo,117.0,19.74,1,34.57325,31.81919
4745496,20,0,"[537, 1124, 31, 10]",310,0,0,1,538002113,Bulk Carrier,189.9,32.26,1,34.61185,31.84648
47457382,20,0,"[474, 1510, 17, 7]",119,0,0,1,353822000,General Cargo,100.13,17.6,1,34.59772,31.82161
474589,20,0,"[625, 1466, 24, 9]",216,0,0,1,371202000,Bulk Carrier,148.17,23.0,1,34.6095,31.82277
4745910,20,0,"[723, 1293, 21, 7]",147,0,0,1,636018719,General Cargo,126.86,20.46,0,34.6195,31.83432
474510677,20,0,"[727, 1418, 18, 8]",144,0,0,1,353218000,General Cargo,113.09,16.4,1,34.61758,31.8252
47451123,20,0,"[780, 1544, 16, 6]",96,0,0,1,577404000,General Cargo,92.0,16.0,1,34.61804,31.81592
47741834,21,0,"[363, 1252, 16, 10]",160,0,0,1,305329000,General Cargo,89.95,14.4,1,34.59668,31.84086
4774324,21,0,"[620, 1474, 23, 13]",299,0,0,1,371202000,Bulk Carrier,148.17,23.0,1,34.60931,31.82263
48030758,22,0,"[725, 1134, 19, 7]",133,0,0,1,538007989,Bulk Carrier,112.8,17.2,1,34.6244,31.84479
4803170,22,0,"[545, 1189, 33, 8]",264,0,0,1,212583000,Bulk Carrier,199.9,32.26,1,34.61149,31.84267
48032423,22,0,"[758, 1283, 16, 7]",112,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,1,34.62297,31.83445
48033993,22,0,"[565, 1349, 19, 9]",171,0,0,1,356080000,General Cargo,111.6,18.0,1,34.60853,31.83228
48034832,22,0,"[458, 1426, 21, 11]",231,0,0,1,236576000,Cargo/Containership,132.23,19.2,1,34.59944,31.82779
48035808,22,0,"[305, 1398, 35, 17]",595,0,0,1,636090967,Container Ship,222.17,30.04,1,34.59017,31.83131
48037464,22,0,"[151, 1596, 30, 8]",240,0,0,1,538004443,Bulk Carrier,178.7,28.0,1,34.57465,31.81956
48038800,22,0,"[362, 1563, 29, 10]",290,0,0,1,235103314,General Cargo,177.85,28.6,1,34.58965,31.81925
48039781,22,0,"[624, 1475, 25, 7]",175,0,0,1,371202000,Bulk Carrier,148.17,23.0,1,34.60961,31.82262
48900603,23,0,"[722, 1281, 13, 11]",143,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,0,34.62091,31.83654
48901760,23,0,"[613, 1278, 7, 9]",63,0,0,1,377757000,General Cargo,69.1,9.98,1,34.61343,31.83806
48902694,23,0,"[517, 1318, 15, 13]",195,0,0,1,423029100,General Cargo,108.33,16.74,1,34.60604,31.83632
48903869,23,0,"[363, 1382, 12, 10]",120,0,0,1,370601000,General Cargo,81.0,11.0,1,34.59376,31.83429
48904728,23,0,"[128, 1413, 17, 12]",204,0,0,1,212741000,General Cargo,117.0,19.74,1,34.57698,31.83517
48905164,23,0,"[115, 1533, 12, 10]",120,0,0,1,271000926,General Cargo,91.29,14.86,1,34.57357,31.82673
48906288,23,0,"[360, 1564, 28, 16]",448,0,0,1,373663000,Bulk Carrier,189.99,32.25,1,34.59072,31.82183
48907699,23,0,"[400, 1465, 25, 16]",400,0,0,1,371005000,Oil Products Tanker,179.99,32.2,0,34.59472,31.82857
4890823,23,0,"[574, 1440, 26, 22]",572,0,0,1,636018321,Container Ship,215.98,26.66,1,34.60792,31.82764
48909551,23,0,"[726, 1387, 14, 12]",168,0,0,1,353822000,General Cargo,100.13,17.6,1,34.61869,31.82981
48901073,23,0,"[580, 1604, 10, 10]",100,0,0,1,518100029,General Cargo,81.0,13.92,1,34.60388,31.81654
48901175,23,0,"[484, 1688, 12, 9]",108,0,0,1,271002125,General Cargo,87.64,12.0,1,34.595,31.81167
489012130,23,0,"[238, 1744, 25, 17]",425,0,0,1,566420000,Tanker,182.0,28.0,1,34.57761,31.81014
489013333,23,0,"[194, 1662, 13, 10]",130,0,0,1,229363000,General Cargo,88.8,13.5,1,34.57595,31.81715
4919027,24,0,"[965, 1024, 28, 9]",252,0,0,1,371005000,Oil Products Tanker,179.99,32.2,0,34.64533,31.85218
49191854,24,0,"[700, 1142, 23, 18]",414,0,0,1,566420000,Tanker,182.0,28.0,1,34.62404,31.84713
49193675,24,0,"[336, 1242, 15, 14]",210,0,0,1,256549000,Oil/Chemical Tanker,123.22,20.02,1,34.5963,31.84454
49194434,24,0,"[70, 1354, 19, 14]",266,0,0,1,314024000,Bulk Carrier,143.34,22.0,1,34.57581,31.83979
49195122,24,0,"[117, 1542, 11, 10]",110,0,0,1,271000926,General Cargo,91.29,14.86,1,34.57367,31.82678
4919684,24,0,"[261, 1463, 12, 11]",132,0,0,1,636016746,General Cargo,89.95,15.4,1,34.58568,31.8304
49199331,24,0,"[736, 1264, 13, 11]",143,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,0,34.62307,31.8385
491910676,24,0,"[769, 1403, 13, 10]",130,0,0,1,355861000,General Cargo,93.62,14.0,1,34.622,31.8288
491911935,24,0,"[361, 1575, 29, 15]",435,0,0,1,373663000,Bulk Carrier,189.99,32.25,1,34.59072,31.82183
491912813,24,0,"[371, 1720, 16, 12]",192,0,0,1,256583000,General Cargo,121.7,16.7,1,34.58769,31.81137
491913729,24,0,"[481, 1694, 11, 10]",110,0,0,1,271002125,General Cargo,87.64,12.0,1,34.59533,31.812
49481936,25,0,"[701, 1151, 26, 15]",390,0,0,1,566420000,Tanker,182.0,28.0,1,34.62389,31.84707
49484887,25,0,"[739, 1273, 15, 8]",120,0,0,1,249733000,Oil/Chemical Tanker,94.6,15.2,0,34.6231,31.83848
